Source,Target,Weight,Type
Бакунин И.М._1,Бакунин И.М._2,1206,undirected
Бакунин И.М._1,Бенедиктов В.Г._1,3,undirected
Бакунин И.М._1,Быстроглазов А._2,1,undirected
Бакунин И.М._1,Жуковский В.А._2,11,undirected
Бакунин И.М._1,Козлов И.И._2,2,undirected
Бакунин И.М._1,Кульман Е.Б._1,75,undirected
Бакунин И.М._1,Кульман Е.Б._2,228,undirected
Бакунин И.М._1,Мартынов А.М._2,12,undirected
Бакунин И.М._1,Мейснер А._1,81,undirected
Бакунин И.М._1,Полежаев А.И._1,109,undirected
Бакунин И.М._1,Полежаев А.И._2,60,undirected
Бакунин И.М._1,Сушков Д.П._2,14,undirected
Бакунин И.М._1,Тепляков В.Г._1,5,undirected
Бакунин И.М._1,Тепляков В.Г._2,5,undirected
Бакунин И.М._1,Тимофеев А.В._1,17,undirected
Бакунин И.М._2,Бакунин И.М._1,1206,undirected
Бакунин И.М._2,Бернет Е._2,1,undirected
Бакунин И.М._2,Быстроглазов А._1,257,undirected
Бакунин И.М._2,Жуковский В.А._1,42,undirected
Бакунин И.М._2,Жуковский В.А._2,6,undirected
Бакунин И.М._2,Крылов И.А._2,4,undirected
Бакунин И.М._2,Кульман Е.Б._1,23,undirected
Бакунин И.М._2,Полежаев А.И._1,31,undirected
Бакунин И.М._2,Сушков Д.П._2,386,undirected
Бакунин И.М._2,Тепляков В.Г._1,158,undirected
Бакунин И.М._2,Тепляков В.Г._2,204,undirected
Баратынский Е.А._1,Баратынский Е.А._2,1206,undirected
Баратынский Е.А._1,Башкатов А._2,5,undirected
Баратынский Е.А._1,Быстроглазов А._1,40,undirected
Баратынский Е.А._1,Мейснер А._1,6,undirected
Баратынский Е.А._1,Мейснер А._2,2,undirected
Баратынский Е.А._1,Ростопчина Е.П._2,94,undirected
Баратынский Е.А._1,Тепляков В.Г._1,428,undirected
Баратынский Е.А._1,Тепляков В.Г._2,31,undirected
Баратынский Е.А._1,Шахова Е.Н._1,253,undirected
Баратынский Е.А._1,Шахова Е.Н._2,3,undirected
Баратынский Е.А._2,Баратынский Е.А._1,1206,undirected
Баратынский Е.А._2,Башкатов А._2,30,undirected
Баратынский Е.А._2,Бернет Е._2,50,undirected
Баратынский Е.А._2,Демидов М.А._2,14,undirected
Баратынский Е.А._2,Козлов И.И._2,169,undirected
Баратынский Е.А._2,Мейснер А._1,84,undirected
Баратынский Е.А._2,Некрасов Н.А._1,36,undirected
Баратынский Е.А._2,Некрасов Н.А._2,38,undirected
Баратынский Е.А._2,Ростопчина Е.П._1,52,undirected
Баратынский Е.А._2,Ростопчина Е.П._2,92,undirected
Баратынский Е.А._2,Сушков Д.П._1,9,undirected
Баратынский Е.А._2,Сушков Д.П._2,198,undirected
Баратынский Е.А._2,Тимофеев А.В._2,2,undirected
Баратынский Е.А._2,Шахова Е.Н._1,144,undirected
Баратынский Е.А._2,Шахова Е.Н._2,11,undirected
Башкатов А._1,Башкатов А._2,1206,undirected
Башкатов А._1,Бернет Е._1,167,undirected
Башкатов А._1,Бернет Е._2,2,undirected
Башкатов А._1,Зилов А.М._1,31,undirected
Башкатов А._1,Зилов А.М._2,37,undirected
Башкатов А._1,Крылов И.А._2,257,undirected
Башкатов А._1,Мартынов А.М._2,27,undirected
Башкатов А._1,Мейснер А._2,11,undirected
Башкатов А._1,Суханов М.Д._2,2,undirected
Башкатов А._1,Тимофеев А.В._2,594,undirected
Башкатов А._2,Баратынский Е.А._1,5,undirected
Башкатов А._2,Баратынский Е.А._2,30,undirected
Башкатов А._2,Башкатов А._1,1206,undirected
Башкатов А._2,Бенедиктов В.Г._2,4,undirected
Башкатов А._2,Бернет Е._2,1,undirected
Башкатов А._2,Зилов А.М._1,10,undirected
Башкатов А._2,Крылов И.А._1,116,undirected
Башкатов А._2,Крылов И.А._2,358,undirected
Башкатов А._2,Мартынов А.М._2,63,undirected
Башкатов А._2,Мейснер А._2,6,undirected
Башкатов А._2,Смирнова А._2,41,undirected
Башкатов А._2,Суханов М.Д._2,10,undirected
Башкатов А._2,Тимофеев А.В._2,3,undirected
Бенедиктов В.Г._1,Бакунин И.М._1,3,undirected
